ID,이름,위도,경도,지역코드,이미지
27,부티크호텔 르릿,37.56642143,127.0064351,1,https://ldb-phinf.pstatic.net/20200123_48/1579772856051nEhng_JPEG/2f50cm2-oUXEAhD4x_t4qK32.jpg
28,그랜드 워커힐 서울,37.55522183,127.1107898,1,http://post.phinf.naver.net/MjAyMDEyMjlfMTc1/MDAxNjA5MjI5MzU5NDY1.XyfIzPxbHLdERNRBxEK1yjytrZG0E8hKaCkStrPWb9Mg.LZrTjaPbklePo_3jYWsJandIYLBkZnHwYPZh7IyIuAEg.JPEG/I5N1RfGF1JKcIGRPH71rMd6grbwQ.jpg
29,롯데호텔서울,37.56540165,126.9810458,1,https://a.travel-assets.com/ugc/hotel-reviews/F04521BA6AFE5B657BA8FEB11FE3A3CAB744356C1613959195647.jpg?impolicy=rs&w=520
30,코리아나 호텔,37.56787072,126.9762823,1,http://shop1.phinf.naver.net/20220706_98/1657072734707Kxa52_PNG/58208623373759352_2127536547.PNG
31,웨스틴 조선 서울,37.56452118,126.9800598,1,http://post.phinf.naver.net/MjAyMjA3MTRfOCAg/MDAxNjU3NzgyMDA4MDg0.znSpuxGh4JtcHKRLW0weqd3UWBJ5u8LSSQ9GR_92ZRYg._BZNlJPt_yBqOuJjjNl0RZaNOPILVSYG9gXGoU5HD_Ug.JPEG/IlkuINfyjXQUq1EoPTJVhl_dkMsc.jpg
32,프레지던트 호텔,37.5656518,126.9910032,1,https://ldb-phinf.pstatic.net/20171102_285/1509610026468jWotI_JPEG/HmC6wZCvzvwd81zePmt76ayg.jpg
33,서울신라호텔,37.55593373,127.0051689,1,"https://res.klook.com/klook-hotel/image/upload/fl_lossy.progressive,q_85/c_fill/travelapi/1000000/20000/15100/15031/e7e6ec6b_z.jpg"
34,뉴서울호텔,37.5679763,126.978196,1,https://ldb-phinf.pstatic.net/20200515_67/1589524585476FIUoA_JPEG/DSC_0842.jpg
35,서울 크라운 관광호텔,37.53180294,126.9904487,1,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=ea5627c7-6db9-45a7-b67f-bc9a0ffdf5fb
36,퍼시픽 호텔,37.5599107,126.98539,1,http://tong.visitkorea.or.kr/cms/resource/58/1363558_image2_1.jpg
37,메트로호텔,37.56519894,126.9837622,1,https://ldb-phinf.pstatic.net/20150831_2/1441012550558Wuy2a_JPEG/SUBMIT_1405497081851_11658903.jpg
38,서울프린스호텔,37.56073006,126.9863038,1,https://content.r9cdn.net/rimg/himg/15/50/d6/revato-4320-11216467-306492.jpg?width=1200&height=630&crop=false
39,호텔PJ,37.56496863,126.9956973,1,http://post.phinf.naver.net/MjAxODAxMDNfMjkz/MDAxNTE0OTY5NzIxMzk1.2nZxfMdpexvJyWlmwYquckvtuu8SXisSxEclyadzeHMg.-NlZYSRiHvYfmUq2HtwAX3iZzSJvRjNXDdgoqkBtytwg.PNG/I6JjKzFMHdQuDwinpyjP-ZUrvO_I.jpg
40,임피리얼 팰리스 호텔,37.51366975,127.0358867,1,https://d2xf5gjipzd8cd.cloudfront.net/reviews/e401245076ef544349f3ae709ce85bd7/e401245076ef544349f3ae709ce85bd7_WxH.jpg
41,호텔 리베라,37.52391889,127.0543431,1,https://dnvefa72aowie.cloudfront.net/origin/article/202201/0e484b90d83ff294a8b2212a4039a175f563f1185f7e824a28d222715733cf37.webp?q=95&s=1440x1440&t=inside
42,해밀톤 호텔,37.53479432,126.9937511,1,https://www.hotelscombined.co.kr/rimg/himg/2d/3f/a2/revato-4601-13091834-423126.jpg?width=1200&height=630&crop=true
43,그랜드 인터컨티넨탈 서울 파르나스,37.50959845,127.0608846,1,https://cdn.clien.net/web/api/file/F01/13199934/31fb8a2db68b70.JPG?w=780&h=30000
44,호텔 프리마,37.5241355,127.0522655,1,http://jcleeco.godohosting.com/content/27281/1540200698655.jpg
45,임피리얼 팰리스 부티크 호텔,37.53541655,126.9982451,1,http://post.phinf.naver.net/MjAxODEwMDVfNTUg/MDAxNTM4NzI3OTMzMTQy.xnlKiMySco3Ms8qwNf38g1ewAI2mP8HfJcMnHHCvUG4g.iIxBsR-UUzSWWrLsX0E9witdhckPsANkeLBVMv9uIjAg.JPEG/I22gTDhthh3FY8UKFHJUOT-OZHA4.jpg
46,자이언트 호텔,37.5123646,127.0497661,1,http://shop1.phinf.naver.net/20191119_29/1574127649315uiojr_JPEG/11488387948002845_459383615.jpg
47,The-K호텔서울 (더케이호텔서울),37.46826108,127.0330577,1,http://imgnews.naver.net/image/5001/2016/05/26/253087_71175_3123_99_20160526110311.jpg
48,동화킴스관광호텔,37.60950475,126.9751368,1,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=c903ed4d-c41b-49f1-8364-1aeb2529aa2d
49,JW 메리어트 호텔 서울(JW Marriott Hotel Seoul),37.50497018,127.0032288,1,http://tong.visitkorea.or.kr/cms/resource/64/2621164_image2_1.jpg
50,인터컨티넨탈 서울코엑스,37.51293133,127.057307,1,http://post.phinf.naver.net/MjAxOTExMjdfNDAg/MDAxNTc0ODM2MDY1NTIw.MuATbLOhzZIa7FTHlmV-gzdi-efh8EoSP8iECVzmM7kg.i0G9leKuHIlScoPPJ5HKKxNxLXBiMXBrEFv_nHscqcgg.JPEG/IHn4na4YWtKH-P3orsHDwK43GJ0M.jpg
51,호텔 레이크,37.50693282,127.1010366,1,https://d2xf5gjipzd8cd.cloudfront.net/reviews/439cebf31e5f862abc8831b98e36a0ef/439cebf31e5f862abc8831b98e36a0ef_WxH.jpg
52,메이필드호텔,37.54788135,126.819486,1,http://post.phinf.naver.net/MjAxODEwMDNfNzkg/MDAxNTM4NTI0NzQyNTUy.g9dp0OCpsv942heeYiwDdWesar7sobq6CQHKsF3JkMcg.I9HYvGcgAVtwBkguxtiK6pmT3fuERvFRk3Nom4-kxMkg.PNG/IpdC1x19jb7dMJuD30ooTnCL3McE.jpg
53,파크 하얏트 서울,37.50871528,127.0642648,1,http://post.phinf.naver.net/MjAyMTAyMDVfMjY5/MDAxNjEyNTA1MDg0MTU5.yvU4FKZ0q92_y8oCEaPF8kMxXNK_taJ1ivR9WFLN58Ig.pIEyPaBz2nW1vNYtdXHf4pilxU_6tE2QUPL-jQY-cNog.PNG/IO0Im0_oxMrZFRMA8eABx81Ryteo.jpg
54,나이아가라호텔,37.54927946,126.8786334,1,http://tong.visitkorea.or.kr/cms/resource/55/1805455_image2_1.jpg
55,캘리포니아 관광호텔,37.4941624,127.1191575,1,http://tong.visitkorea.or.kr/cms/resource/40/1361640_image2_1.jpg
56,소라모텔,37.55710193,126.9433412,1,https://ldb-phinf.pstatic.net/20190410_168/1554883571531T3n8i_JPEG/Bz0SeJaEeDZuWMRdAgofyBrU.jpg
57,호텔스타,37.50234324,127.0333151,1,https://q.bstatic.com/images/hotel/840x460/313/31303559.jpg
58,베니키아 홈 the M호텔,37.56384228,126.9133048,1,http://shop1.phinf.naver.net/20220619_239/1655645687904bMPWm_JPEG/56781533602431413_561424548.jpeg
59,호텔가을,37.55677688,126.938025,1,http://shop1.phinf.naver.net/20220213_116/1644693105219P5NTj_JPEG/45828884912412829_1608008933.jpg
60,레인보우호텔,37.54149871,126.9721584,1,http://shop1.phinf.naver.net/20210712_146/1626061432645Oax4I_JPEG/27197321297905045_590574435.jpg
61,카라모텔,37.57233154,126.9892088,1,https://ldb-phinf.pstatic.net/20191216_189/1576460531486uWsoV_JPEG/cB_U1_ATUU4sKw7HN2th5agQ.jpg
62,호텔명동,37.56078271,126.9794572,1,https://a.travel-assets.com/ugc/hotel-reviews/02AE6C765020987473B1110EE2CC8BC2C0B969931597045021486.jpg?impolicy=rs&w=520
63,호텔아띠,37.56066638,126.9972167,1,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=77d73ec8-21fc-49aa-954e-a420c4b0ef87
64,연우하우스[한국관광 품질인증/Korea Quality],37.58233587,126.9853283,1,http://tong.visitkorea.or.kr/cms/resource/77/2557477_image2_1.jpg
65,담소정[한국관광 품질인증/Korea Quality],37.58139707,126.9842978,1,http://tong.visitkorea.or.kr/cms/resource/20/2684320_image2_1.jpeg
66,엠 더블류(MW),37.51132366,127.0834602,1,http://tong.visitkorea.or.kr/cms/resource/55/2655155_image2_1.jpg
67,문게스트하우스 [한국관광 품질인증/Korea Quality],37.57634218,126.988742,1,http://tong.visitkorea.or.kr/cms/resource/89/2763789_image2_1.jpg
68,(K-POP)케이팝레지던스 충무로점,37.5644631,126.9938363,1,https://pix10.agoda.net/hotelImages/391/391715/391715_16071113170044561085.jpg
69,인우하우스[한국관광 품질인증/Korea Quality],37.58276362,126.9869726,1,http://tong.visitkorea.or.kr/cms/resource/01/2633701_image2_1.jpg
70,24게스트하우스 서울역점,37.55171422,126.9741246,1,https://exp.cdn-hotels.com/hotels/7000000/6610000/6603700/6603626/6603626_49_z.jpg
71,북촌마루한옥게스트하우스 [한국관광 품질인증/Korea Quality],37.58320247,126.9874642,1,http://tong.visitkorea.or.kr/cms/resource/33/2574033_image2_1.jpg
72,베니키아 서울 호텔,37.55680048,126.8599154,1,http://tong.visitkorea.or.kr/cms/resource/46/1936846_image2_1.jpg
73,메리골드 호텔,37.55331029,126.9197545,1,https://ldb-phinf.pstatic.net/20200622_237/1592806352775YqauP_JPEG/XitjAVBhtBWtC0hAh0qLfurV.jpg
74,청연재[한국관광 품질인증/Korea Quality],37.58031388,126.9856533,1,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=3ec55bc2-0bbe-4b68-a802-930ad88422a4
75,리치다이아몬드호텔,37.64763993,127.0156237,1,http://mimg1.coupangcdn.com/thumbnails/remote/595/image/product/content/vendorItemPackage/2015/08/04/3000593658/2b0fe31a-5225-4c67-9725-412bf1be86a2.jpg
76,오크우드 프리미어 코엑스,37.51096491,127.0580653,1,https://ldb-phinf.pstatic.net/20200630_185/1593485787389Tp52T_JPEG/2e9DMbRBp6AemxLSXxJnLumB.jpg
77,베니키아 프리미어 호텔 베르누이,37.4974238,126.8459628,1,https://pix10.agoda.net/hotelImages/807/807101/807101_17071208240054400779.jpg
78,써미트 호텔 서울,37.56230525,127.0068408,1,https://images.trvl-media.com/hotels/8000000/7390000/7382800/7382724/637896e0.jpg?impolicy=fcrop&w=1200&h=800&p=1&q=medium
79,호텔 이채,37.55645748,126.9383722,1,https://modo-phinf.pstatic.net/20210422_6/1619071370956sN50Q_JPEG/mosaC6l51l.jpeg
80,MK 리버티하우스,37.55464712,126.9686445,1,https://images.trvl-media.com/hotels/10000000/9420000/9415700/9415617/af114039.jpg?impolicy=fcrop&w=1200&h=800&p=1&q=medium
81,호텔 더 디자이너스 종로점,37.57215374,126.9869145,1,http://imgnews.naver.net/image/5002/2013/12/23/20131223000032_0_59_20131223094802.jpg
82,케이팝호텔 서울역점,37.55478609,126.9741273,1,http://tong.visitkorea.or.kr/cms/resource/18/2544718_image2_1.JPG
83,포포인츠 바이 쉐라톤 조선 서울역,37.55117815,126.9729275,1,https://d2uja84sd90jmv.cloudfront.net/posts/1um-Tje_vSV5Qpl9eRNikA/m.jpg
84,브라운스위트서울,37.56097138,126.9683443,1,https://thumbnails.trvl-media.com/G0llVrsrVmck1d55HVjdNa8WKmk=/773x530/smart/filters:quality(60)/images.trvl-media.com/hotels/6000000/5160000/5154300/5154229/062b44f5_z.jpg
85,게스트하우스서울삼촌[한국관광 품질인증/Korea Quality],37.5826081,126.987492,1,http://tong.visitkorea.or.kr/cms/resource/65/2049465_image2_1.jpg
86,베스트웨스턴 프리미어 호텔국도,37.56633792,126.9962222,1,http://tong.visitkorea.or.kr/cms/resource/51/1363451_image2_1.jpg
87,베스트웨스턴 아리랑힐 동대문,37.59372677,127.0167029,1,http://post.phinf.naver.net/MjAyMTAzMDVfMjc4/MDAxNjE0OTIzNDQ5ODQz.1oMjFkxM9W1ETWcuvNqparnsO5BFgjBeieTb2xozluYg.A472kg4URRJjtbq8ip4nwEf23wP2veLvUbK2e8a-61Mg.JPEG/I_BSMzp5OF7jWhN24EY04_HWUnKA.jpg
88,제리스플래닛,37.49910464,127.0285128,1,https://ldb-phinf.pstatic.net/20150831_128/14409929384876xneq_JPEG/SUBMIT_1408005208830_35307515.jpg
89,누하당[한국관광 품질인증/Korea Quality],37.58034968,126.9681271,1,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=24541f52-13c6-46bc-bf9a-930b5a9f3fd2
90,다자연한옥스테이 [한국관광 품질인증/Korea Quality],37.57395085,126.9918363,1,http://tong.visitkorea.or.kr/cms/resource/89/2629489_image2_1.jpg
91,시은재[한국관광 품질인증/Korea Quality],37.57370357,126.9872478,1,http://tong.visitkorea.or.kr/cms/resource/27/2447327_image2_1.jpg
92,호스텔 하루,37.56899295,126.9842926,1,https://ldb-phinf.pstatic.net/20200529_163/1590736573898RYd5N_JPEG/bgsHYpoZqW2YJbrpY23KhyG8.jpg
93,남산호스텔,37.55808312,126.984604,1,http://imgnews.naver.net/image/277/2020/10/06/0004767092_002_20201006100032570.jpg
94,57명동호스텔[한국관광 품질인증/Korea Quality],37.56100498,126.983393,1,http://tong.visitkorea.or.kr/cms/resource/84/2491484_image2_1.JPG
95,티마크그랜드호텔 명동,37.55838853,126.9784351,1,https://dnvefa72aowie.cloudfront.net/origin/article/202202/B342E52438751F0BC2CDF3AC842EB2A8EAFE8F03E4D0983EAC4C85E5BEEB2954.jpg?q=95&s=1440x1440&t=inside
96,풍경[한국관광 품질인증/Korea Quality],37.58564681,126.9972243,1,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=612b7a49-d4ed-42c0-818b-5083bdaa8386
97,롯데호텔 L7 명동,37.56427129,126.9848483,1,http://imgnews.naver.net/image/421/2016/01/11/1724994_article_99_20160111112607.jpg
98,서촌게스트하우스[한국관광 품질인증/Korea Quality],37.57909154,126.9706492,1,http://tong.visitkorea.or.kr/cms/resource/45/2447245_image2_1.jpg
99,롯데시티호텔 명동,37.5669377,126.988059,1,http://post.phinf.naver.net/MjAyMTExMjVfMjU3/MDAxNjM3ODE5NDczNDM5.JxbsI2CbNceHRm2I8Fp1nFfQaGN4dSJ1TeIgASdcffog.skQYzpVIVA1s-ujaDrrq-GYXrl0YcaWNeXFwZbFrkhQg.JPEG/ITQBwN7a1fX0InuCjfOMNGkBzcFQ.jpg
100,딜라이트 호텔 (HOTEL DELIGHT),37.5181844,127.1071912,1,https://modo-phinf.pstatic.net/20180525_52/1527236776551uOKKd_JPEG/mosajn0HzD.jpeg
101,롯데시티호텔 구로,37.48508447,126.8966252,1,http://post.phinf.naver.net/MjAyMjAzMjJfMTMy/MDAxNjQ3OTI4MjkzODQ4.ziexdIyg6merEnIzfrfGn9svPQbUHc_g8GS79jZzPnAg.cBwjLMcpBBS2eG2bxuEetoTTKkKq2dwJ2F5wyHikByUg.JPEG/I6lbAhd1t3DTZzbb259_MHQrnaw8.jpg
102,라마다 앙코르 서울 동대문,37.57616787,127.0260442,1,http://post.phinf.naver.net/MjAxNzEyMjBfMTY4/MDAxNTEzNzU2NzM0NTUy.ac7gpWZ5Tg9sUHiN6a-780n9lkmwr3hQKAy0WplCEm8g.WZr44Ibn-tapzvnkVEqCmYFyn7mc-Fzbu2FTbfZ3YGYg.JPEG/IFYSFamsP__1gizq-StaEYn7vtVE.jpg
103,혜화1938 [한국관광 품질인증/Korea Quality],37.58957693,126.9986796,1,http://tong.visitkorea.or.kr/cms/resource/50/2529150_image2_1.jpg
104,교대게스트하우스[한국관광 품질인증/Korea Quality],37.49318017,127.0194916,1,http://tong.visitkorea.or.kr/cms/resource/73/2491573_image2_1.JPG
105,예본의 집[한국관광 품질인증/Korea Quality],37.49489503,127.0847856,1,https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=f5dbba50-94b8-49b8-bc6b-c0f554b6dfd9
106,잠실 상주호텔,37.51013208,127.0805828,1,http://mimg4.coupangcdn.com/thumbnails/remote/595/image/product/content/vendorItemPackage/2018/02/20/3013813709/634586b2-651c-4ab4-8b59-6dc70491ad7e.jpg
107,코트야드 메리어트 서울 남대문,37.56125205,126.9768963,1,http://post.phinf.naver.net/MjAyMjA0MDdfMjQ1/MDAxNjQ5MzEzODk3Mzg3.7aAeBbo_ngevGhY5aWJmJzmEq1CchSxWwgE_j3Lr9fQg.Zmm1h-dHUmGmn7dpQqubqsfS7FQ1181jO8KOToq9il0g.JPEG/Iy35CqTLQjCqvBB5mEVPk2_2e0vw.jpg
108,호텔 루체브릿지 [한국관광 품질인증/Korea Quality],37.55962473,126.8361731,1,http://tong.visitkorea.or.kr/cms/resource/62/2529162_image2_1.jpg
109,롯데호텔 L7 강남,37.50576817,127.0516661,1,https://img5.yna.co.kr/photo/yna/YH/2017/12/19/PYH2017121914690001300_P4.jpg
110,스탠포드호텔 서울,37.58241187,126.8866623,1,http://tong.visitkorea.or.kr/cms/resource/59/2548459_image2_1.jpg
111,베니키아 프리미어 여의도 호텔,37.51383435,126.9215888,1,https://www.hotelscombined.co.kr/rimg/himg/b4/82/18/expediav2-2691664-2b74f7-658691.jpg?width=1200&height=630&crop=true
112,성북동한옥은하수,37.59280719,127.0031014,1,https://ldb-phinf.pstatic.net/20171230_74/1514629793163CdJIP_JPEG/E63PzuEj4H3qN_Q7nGN3W_2Y.jpg
113,메이플레이스 호텔 서울 동대문,37.57617016,126.9987522,1,http://imgnews.naver.net/image/5002/2014/07/24/20140724000120_0_59_20140724110119.jpg
114,김치다운타운 게스트하우스 1B,37.5607519,126.9649724,1,https://images.trvl-media.com/hotels/17000000/16050000/16047400/16047370/5ce1c934.jpg?impolicy=fcrop&w=1200&h=800&p=1&q=medium
115,더메이하우스,37.56794746,126.9191653,1,https://www.kayak.co.kr/rimg/himg/71/90/7b/ean-537983-11821642_44_b-image.jpg?width=1200&height=630&crop=false
116,서울이야기 한옥(서울이야기한옥게스트하우스),37.57700592,126.9846035,1,http://post.phinf.naver.net/MjAyMTA2MDdfNzAg/MDAxNjIzMDU1NTkwOTEx.Y89-jf--0yZUuqSXngzWFGBHX4sYO59TDAlTrqrEFmMg.WEFMZYeqb3VVZSlDh00dW-Ew7V8lyC5LniqzWlXh5rgg.PNG/IvJ2Ll4K49amZrxN-0xCC9nFWdmE.jpg
117,신림빌(SS-Seoulstay),37.48670135,126.919412,1,http://tong.visitkorea.or.kr/cms/resource/28/2567028_image2_1.jpg
118,아이올라 2(아이올라 홍대 AIOLA Hongdae 爱游乐 弘大),37.56299535,126.9243761,1,
119,Funfun stay(펀펀스테이),37.55593511,126.926776,1,http://tong.visitkorea.or.kr/cms/resource/49/2567049_image2_1.jpg
120,로얄 홈스테이(로얄홈스테이),37.47481235,126.9912836,1,http://shop1.phinf.naver.net/20220112_257/1641994866914h3BME_JPEG/O1CN010E7KcK1KnlRjZK95g_214271209-0-lubanu-s.jpg
121,두리 게스트 하우스(두리 게스트하우스),37.59164127,127.0371539,1,https://pix10.agoda.net/hotelImages/444/444684/444684_13031813540010886724.jpg
122,소피아하우스,37.47486029,127.0313021,1,https://exp.cdn-hotels.com/hotels/12000000/11650000/11642900/11642882/11642882_15_z.jpg
123,아리하우스,37.56035789,126.9867927,1,http://shop1.phinf.naver.net/20210415_219/1618469348752v05lb_JPEG/9iu1f5n_20214912226784754.jpg
124,능마루게스트하우스(Nungmaru Guesthouse),37.55878305,126.9852928,1,https://pix6.agoda.net/hotelImages/517/517430/517430_15082113010034770894.jpg?s=800x
125,서울 타이완 게스트하우스,37.55818858,126.9800489,1,http://imgnews.naver.net/image/5349/2021/08/17/389354-0_20210817100421624.jpg
126,애플트리(Apple tree)(애플트리게스트하우스),37.55815124,126.9111996,1,https://thumbnails.trvl-media.com/h98abX2tkt_yZSu7TLRk9sYW2l4=/773x530/smart/filters:quality(60)/images.trvl-media.com/hotels/10000000/9710000/9709800/9709701/8e02f028_z.jpg
127,오렌지 게스트하우스,37.55486564,126.9186657,1,https://exp.cdn-hotels.com/hotels/17000000/16580000/16579700/16579678/74803f75_z.jpg
128,게스트하우스 G601(게스트하우스 G601_강남),37.50485683,127.0326012,1,https://ldb-phinf.pstatic.net/20180525_196/1527240292670Uur5Y_JPEG/FnELHfGYI1HyPetGocU2UuIJ.jpg
129,엘스테이(Gangnam AN guesthouse),37.50487053,127.0220688,1,http://tong.visitkorea.or.kr/cms/resource/32/2568832_image2_1.jpg
130,주연과 강모의 집(아트빌),37.55809881,126.9303868,1,
131,한스하우스(Hans house),37.57747783,126.970427,1,http://tong.visitkorea.or.kr/cms/resource/23/2571123_image2_1.jpg
132,이즈앳케이 게스트하우스(어뮤즈게스트하우스),37.53148085,126.9958149,1,http://shop1.phinf.naver.net/20200328_176/1585376637589xjhbF_JPEG/22736472135423609_1742754239.jpg
133,게더링 앳 홍대1(게더링앳홍대),37.563212,126.9248538,1,
134,게더링 앳 홍대2(게더링앳홍대),37.563212,126.9248538,1,
135,큐브 게스트하우스,37.53576362,126.9920595,1,http://post.phinf.naver.net/MjAxNzA1MzFfMjYx/MDAxNDk2MjA1NjM4MDA1.NbcMmp1Pw3r5rb9cF_4bXTdNFbXBiZ3CnXtNJxED7-sg.iqf_FeeYH5I1PiMA9bqZXcz4RVcEZ6ZlwJ7yalsfJDYg.JPEG/I-wv0mDY7Uwx3ZGm7okbI91LD_Ic.jpg
136,블루베리홈스테이,37.50620829,127.1224707,1,http://shop1.phinf.naver.net/20210102_97/1609548019893cu5oJ_JPEG/a8dd704a11418687d66c908a19144e7dd7cd96ec_5.jpg
137,비원스테이(비원게스트하우스),37.57606723,126.9898919,1,http://tong.visitkorea.or.kr/cms/resource/25/2031825_image2_1.jpg
138,오케이 게스트하우스,37.51155695,126.9278105,1,https://modo-phinf.pstatic.net/20190205_151/1549324125139x5F73_JPEG/mosa5I58x6.jpeg
139,티롤관광호텔,37.51516091,127.0170467,1,https://modo-phinf.pstatic.net/20210127_163/16117250571150fuH9_JPEG/mosaO68ZQk.jpeg
140,강남스테이힐(Gangnam Stay Hill),37.50342917,127.0301237,1,
141,서울 성북 홈스테이,37.60179015,127.0404422,1,https://ldb-phinf.pstatic.net/20170602_206/1496374054087BcS56_JPEG/186552525753_1.JPG
142,게스트하우스 류가(Guest House Ryuga),37.54893022,126.918777,1,https://www.hotelscombined.co.kr/rimg/himg/7d/e2/9a/expediav2-2624258-de433a-810421.jpg?width=1200&height=630&crop=true
143,북촌한옥게스트하우스 라온(라온게스트하우스),37.57755301,126.9812038,1,http://post.phinf.naver.net/MjAxOTA4MTRfMjE3/MDAxNTY1NzU1NzczNTgy.QywYlK6940u8Y23f3pdB_gYJ-xQOti37NWAIUoQkbwYg.CjO_ELuR-9mur13sd4tXTrqd79WXABZcudnHoh_MDt8g.JPEG/IEHrpNx3BsopGwXLYbAyGQilDpKo.jpg
144,보안스테이(BOANSTAY),37.5791277,126.9735933,1,http://imgnews.naver.net/image/5691/2021/08/20/0000004381_006_20210823112051084.jpg
145,아름다운 황토집,37.62571026,126.9229855,1,https://ldb-phinf.pstatic.net/20210420_77/1618886350190jfTmJ_JPEG/IMG_4394.jpg
146,북촌 게스트하우스,37.57862797,126.9856811,1,https://exp.cdn-hotels.com/hotels/8000000/7650000/7649000/7648918/516a7e3f_z.jpg?impolicy=fcrop&w=1000&h=666&q=medium
147,Tina`s Homestay,37.50590505,127.0952288,1,http://tong.visitkorea.or.kr/cms/resource/52/2575952_image2_1.jpg
